"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35" "X36" "X37" "X38" "X39" "X40" "X41" "X42" "X43" "X44" "X45" "X46" "X47" "X48" "X49" "X50" "y"
"1" 8.71369946748018 4.57085077185184 6.6670457762666 9.88741293083876 1.72805723967031 9.09192059189081 3.78642546478659 9.49160919524729 9.07823036191985 4.19141076505184 9.20590862864628 8.19774032570422 1.86461152741686 0.556621563155204 0.190439503639936 3.12148848548532 7.71643404616043 1.66231748415157 4.23899376299232 0.17787043005228 1.50870423552506 1.71802148672599 2.04412166172624 -2.04904788987708 2.0008786037265 -0.97507394028448 5.84269894540883 0.449895907679971 1.05141927087377 -2.48350024012836 0.426310895728397 1.42740677608009 1.29690315953963 2.36970529013903 0.403996112822619 -1.15635674576128 3.88606816940094 -1.3652160810696 0.36681775503584 1.45155773874592 0.532602870846879 -0.074218394009269 -0.702240729710712 -0.691003359671772 -0.0485757703188788 4 1 4 2 0 2
"2" 8.54413002496585 2.73750560590997 5.88372037978843 4.33476965408772 4.83719501877204 9.38682707026601 7.02259979443625 9.00680266087875 8.62713910639286 3.20451690582559 0.560142418835312 5.60618625488132 6.77323350217193 4.78315385291353 0.450240562204272 2.52153404988348 8.79371903836727 1.78205662639812 2.53849761327729 8.53896182961762 3.13564748898393 2.32913528294523 1.08765681979931 0.148514794271047 -0.133318643681697 -3.46841591561209 3.16407768962658 0.94369723713781 0.512489657525229 -1.71526995170491 -0.442017904531397 0.164874641770358 -4.46793253596199 2.04695043610491 2.05934575613128 0.776209471494045 3.21587374052782 0.0311481090632989 0.966473834034331 0.896871770258587 -0.553122137891772 2.7694030043458 0.330634441646664 1.49904056770718 4.74012586124986 5 5 6 5 4 1
"3" 0.559975875075907 4.82985776150599 1.94843264296651 4.88764999900013 5.45889834873378 5.96210113959387 5.88817298877984 4.1690563224256 1.38695464935154 6.85507404617965 3.87805194128305 7.96772482339293 1.98933990672231 6.71582722337916 6.94915721192956 4.88028071122244 9.39349744468927 4.4610183336772 3.71261415770277 8.98991172667593 1.28654701057366 1.75762229703233 -0.64365917080312 -4.57728509525075 -0.187712678847408 -0.952647015530013 4.87877046165272 -0.356319467284103 -0.56385531496747 -4.6423988544344 0.530615218870921 -3.68241347093941 -0.677978504341358 5.53641475837699 0.459597508349956 1.68793191080264 -1.86576741988725 1.15397579434639 0.798747266623047 0.0355131895876241 1.75715665868602 3.77396396901134 -2.55347115553094 2.4408390685992 1.61189296465723 3 2 5 5 1 2
"4" 4.38608983531594 6.05159662198275 6.44408443709835 0.604677670635283 6.74735408043489 0.416867390740663 6.39289134647697 1.33811999345198 7.41391176357865 0.19340188940987 5.35661072004586 6.86778854113072 0.655362012330443 9.77774491999298 6.13753342768177 3.02181942854077 6.69091816525906 6.25712605658919 2.41048017982394 6.60196762531996 -0.872164409256634 0.844376350232882 0.105790533505733 -1.771768056736 -0.101634098030279 -3.07970019245296 -1.28520969510561 0.767239518842522 0.244368709622765 1.95047271585557 -0.843758123288025 3.47541740437895 -0.299262851138291 1.02651641611303 1.06559756364089 -0.386763132777099 0.689234269629429 4.17938376668996 0.959625946788187 2.84628700320498 0.352352410207314 -0.923062213508788 0.939365147475233 2.07338876890222 1.24929051785446 5 9 6 4 4 1
"5" 2.21883906517178 0.716693322174251 8.42889671446756 4.40274238819256 9.93353812023997 1.07662677532062 4.04680277453735 4.22196615254506 7.65151786850765 3.37674982380122 8.14022385980934 5.63550091581419 9.06112782424316 5.51094976020977 2.30527041014284 5.73538113385439 9.69828916713595 5.91843630885705 4.62358421413228 0.160675253719091 1.77361534552797 -1.91200213331979 -2.10156934595567 0.867697145918055 -0.0581308278183711 -0.658716887419168 1.00854778250293 0.870700068751305 -0.174632039311158 0.0920019367163596 6.44333556593063 4.36329201522311 1.04587772354023 2.6739412986744 -1.7210339050749 -0.216864399252977 -1.59733953709534 0.582071642381814 0.189568862921726 2.08603340588575 -0.373319598916885 -2.64756613866554 -10.3951841219303 0.292602780344071 -2.65030349054192 1 4 1 3 4 3
"6" 5.67702080355957 5.059361490421 6.09443500870839 6.13407236989588 5.95900973305106 3.90094896079972 6.19727576849982 9.12915118271485 7.65162173658609 6.5766887832433 6.30655605811626 3.0122700589709 5.76080575119704 2.6741630746983 4.36193957459182 8.89792060246691 2.18317434424534 0.859632927458733 7.71102658938617 6.88914082245901 -1.39500348601023 -0.222216298602039 -0.339662087641364 3.76706050168117 1.87096280927651 -1.41674809425714 5.78184359904203 -0.640880889238218 1.51186451544457 1.8290447285423 -2.42981519196144 -0.464723723165991 -1.40280233767829 1.59260718844575 1.41639455543869 -3.83996757228624 -2.31560539530302 -0.0875985821159618 1.06438909134103 1.97980952564755 -1.91297079063743 2.57990728798781 3.62500101348763 4.73276681921067 2.46469981768463 4 7 2 4 5 3
"7" 8.87667645467445 1.74304492305964 5.10637468658388 4.23814254347235 8.23744511464611 1.82149159023538 8.63184886751696 2.71419861121103 4.59436347475275 2.29585805907845 3.76312399981543 7.73567487020046 2.09412429481745 3.13786830054596 4.97449229005724 6.26910202903673 9.76692210882902 8.40156735153869 7.59186849929392 3.49711330374703 -0.721564979860484 2.16113645931293 0.566908907735536 -0.111130231870203 0.270079173317599 -0.0802380705837738 3.10656337550846 0.254034266726966 -0.291766405938864 -3.45899014783462 -4.10630862268939 3.28652312149835 0.790497016814638 -1.04937207778754 1.84200296219314 1.7086760273732 -2.75870872156166 0.232168838767034 1.14489995117598 -0.305904010987443 -4.74795650138422 -1.04564905211007 0.725246676543886 -1.97347767846581 -0.0255762849150195 7 1 5 2 6 3
"8" 8.94447081256658 3.07374060153961 4.83091626316309 3.54321023216471 9.33262542588636 5.74283670634031 8.36309774313122 9.18039532611147 1.36319003067911 5.75796662596986 9.13280532229692 2.02118331333622 8.95965210860595 6.1067789257504 4.22042193356901 2.67065786523744 9.97240863740444 0.995122999884188 7.41934846853837 5.16827393556014 3.40624309258971 -0.995362392606645 2.42782756604312 4.50290696015342 0.559587539481446 -2.21755255409476 -0.682411944463642 2.17754667942095 0.10109251569649 2.71099541518881 -1.47556632830094 2.02675197358367 2.52893016568467 2.63407233882333 1.66674074181186 3.50551708288883 1.49420736490129 2.67613446974159 0.515428536893267 2.60878701219447 -0.501230120848015 4.21998694972976 4.25081701437045 -2.43818575334852 -1.48976044104422 3 3 2 3 7 1
"9" 2.69547273870558 6.32015529321507 5.74381876504049 0.835221884772182 6.14428183762357 4.26760416245088 1.61115840543061 5.40566156851128 8.20928739616647 9.15021383669227 0.84438290214166 2.27100393502042 2.47517197392881 5.05215589655563 8.37150013074279 5.06901206448674 2.06638329662383 6.23472426319495 7.7035628282465 3.03205098258331 2.2045460924598 1.66928569929164 1.00094696976761 0.0886188801043837 1.88450257975645 -2.51942443942236 6.06085414083558 1.06512830741199 1.27123042112022 3.03594416683503 0.620373594354518 -0.286685324945869 -2.42595054886882 -1.63315331168224 0.479585125524204 -1.8085497099989 -1.70245818667498 4.95520243597095 0.389449807225606 1.88716621885534 2.05850451018317 1.20318535014382 1.54465020297777 -0.908200361866928 6.73177079685408 6 6 3 3 5 1
"10" 1.39116806676611 7.33733281260356 1.83439272688702 6.12217061687261 2.28153269737959 4.92534375051036 8.9299956546165 4.6499690413475 6.14899055333808 4.22944272169843 6.59783684881404 0.521831370424479 2.04982364783064 8.82736107800156 3.90735568013042 4.56407833378762 2.31276246253401 4.93140821810812 3.75203321920708 9.38502973876894 0.167865454568534 -0.940300729257226 1.86927994962355 2.59770534057665 1.45704557996149 1.02333767704341 -0.952819289918785 2.37843021737517 1.48734817244496 0.478553470220602 0.599519087507302 0.784596399831144 4.87733671825876 2.0507034431148 -0.36505573906456 0.11315117257371 -2.10995386826064 0.285070112367342 1.0748715494848 0.0260158286749973 -2.38155559353483 1.30977497647398 -1.76236619128524 -0.276699085944525 -2.53259556412078 4 4 2 4 3 2
